Category,tags,Title,Product Url,Primary Industries Icones,Features,Images Url,Standards - Text,Standards - Icons Urls,Applications,Download Documments,Product Details - Product Name,Product Details - Material,Product Details - Liner,Product Details - Grip,Product Details - Cuff,Product Details - Sizes,Product Details - Length /mm,Product Details - Thickness* (mm) / Weight* (g),Product Details - Colours,Product Details - Finish,Product Details - Ratings Icons,Product Details - Text,Product Details - Gauge/ gg,Product Details - Length / inches,Product Details - Length,Product Details - Product Type,Product Details - Type,Product Details - Shape,Product Details - Surface,Product Details - Class Type,Product Details - Marking tag color,Product Details - Cuff profile,Product Details - Length inches,Product Details - Thickness(max) mm,Product Details - Color,Product Details - Size range,Product Details - PPE Category,Product Details - Proof test voltage AC (V),"Product Details - Maximum working
voltage AC (V)",Product Details - Withstand voltage AC (V),Product Details - Category,Product Details - Arc Flash (EN61482-1-2),Product Details - Grip/Finish,Product Details - Colours Options,Product Details - Gauge (gge),Product Details - Cuffs,Product Details - ,Product Details - Material- Palm,Product Details - Material- Back of Palm,Product Details - Coating
"Categories: All products, Supported",,Viking Lite,https://www.dplgroup.com/product/viking-lite/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Ergonomically designed to reduce hand fatigue
Thin coating improves sensitivity and dexterity
Crinkled finish for excellent grip in wet and dry conditions
Open back ensures ventilation and breathability
Polyester Seamless liner for excellent comfort and fit

",https://www.dplgroup.com/wp-content/uploads/2021/11/viking-lite-7-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-1-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
DIY
Gardening
Carpentry
Construction
Light Machinery Assembly
Light repairs and maintenance
Logistics and Warehousing
",https://www.dplgroup.com/wp-content/uploads/2022/01/Viking-lite.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-Lite.pdf ,Viking Lite,Natural Rubber,Polyester,Crinkle Finish,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Black, Blue, Green,
Grey coating on a Grey,
Yellow liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-3-238x300.png ,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Viking Thermo A6,https://www.dplgroup.com/product/viking-thermo-a6-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Material-Fabrication.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg ,"
ANSI Cut resistance Level “A6”
The Aramid steel nature of the glove gives improved heat resistance
Specially constructed liners provide for high abrasion and cut resistance
Crinkled finish for excellent grip in wet and dry conditions
Reinforced thumb crotch for extra durability
Ergonomically designed to reduce hand fatigue
",https://www.dplgroup.com/wp-content/uploads/2021/11/Viking-Thermo-A6-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/viking-thermo-02-1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Construction
Steel and Glass Industry
Recycling
Applications Requiring Slight Heat Resistance
Handling of Sharp Objects
",https://www.dplgroup.com/wp-content/uploads/2022/03/Viking-Thermo.pdf ,Viking Thermo A6,Natural Rubber,Aramid/Steel engineered liner,Crinkled,Normal/Machine Overlocked,"8, 9, 10, 11, 12",,,Black/Blue coating on Yellow and Black liner,Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-407-X2XXXX-BW-New-.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3X44F-BW-New.jpg , ,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Workman,https://www.dplgroup.com/product/workman/,https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg ,"
High thickness for better protection
Excellent abrasion resistance
Long cuff to protect forearm and upper arm
Beaded cuff to help improve tear resistance during donning and removal and as well as helps prevent droplets from travelling beyond the glove length
Easy-on-easy-off
",https://www.dplgroup.com/wp-content/uploads/2021/11/workman-2-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/workman-1-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Workman-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
EC/1935/2004
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Chemical Industry
Animal Husbandry
Fishing
Agriculture
Construction and dredging work
Cement Industry
Ceramic & Tile Industry
",https://www.dplgroup.com/wp-content/uploads/2022/01/Workman.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Workman-1.pdf ,Workman,Natural Rubber,Unlined,Plain,"Beaded, Straight","9, 10, 11","440 mm , 460 mm, 600 mm","0.9 mm, 0.95 mm, 1.10 mm (43 mil), 1.30 mm (51 mil)",Black,Chlorinated,https://www.dplgroup.com/wp-content/uploads/2021/11/Workman-01-232x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/Workman-02-232x300.png https://www.dplgroup.com/wp-content/uploads/2022/02/EN-407-02-242x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtra cut K3,https://www.dplgroup.com/product/xtra-cut-k3/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Kevlar 10gauge seamless liner for Cut Resistance and excellent fit
Ergonomically designed to reduce hand fatigue
Durable coating with higher dexterity
Open back ensures ventilation and breathability
Excellent grip in wet and dry conditions
Better grip in light oily conditions
",https://www.dplgroup.com/wp-content/uploads/2021/11/Xtracut-k3-new-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Glass and steel industry
Appliance manufacturing
Sheet metal
Foundry and forge
Heavy Industrial Usage
Mechanical and Automotive
",,Xtra Cut K3,Nitrile,Kevlar,Matt / Smooth,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Yellow liner,Palm coated,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtra Cut K5,https://www.dplgroup.com/product/xtra-cut-k5/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg ,"
TDM Cut Resistance Level “D”
Kevlar 10 gauge seamless liner for Cut resistance and excellent fit
Durable coating with higher dexterity
Excellent grip in wet and dry conditions
Low absorption of oil based liquids
",https://www.dplgroup.com/wp-content/uploads/2021/11/xtra-cut-K5-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Xtracut-K5-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Steel and Glass Industry
Logistics and Warehousing Where High Cut Resistance is needed
Automobile Industry
Mechanical and Industry Usage
Handling of Sharp Objects
",,Xtra Cut K5,Nitrile,Kevlar/Glass,Matt / Smooth,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Yellow liner,Palm coated,,4X43D,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtraflex,https://www.dplgroup.com/product/xtraflex-prime-ultra-eco/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Breathable coating to keep hands cool and dry
Nitrile dots for a better grip and increased protection to the palm and fingers
Increased cushioning through the use of raised dots in the working area
Extra light foam coating for ultimate flexibility & dexterity
‘Stretch to fit’ design for excellent sung and comfortable fit
Ergonomically designed to reduce hand fatigue
Manufactured using an environmentally friendly solvent free process
",https://www.dplgroup.com/wp-content/uploads/2021/10/xtraflex-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
Automotive Industry
General Purpose
Light Industrial
DIY Applications
",https://www.dplgroup.com/wp-content/uploads/2022/02/SE-Xtraflex.pdf https://www.dplgroup.com/wp-content/uploads/2022/02/CE-Xtra-Flex-ID-145661.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtraflex.pdf ,Xtraflex,Nitrile,Nylon/Spandex,Foam with Nitrile dots,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Grey liner,Palm coated,https://www.dplgroup.com/wp-content/uploads/2022/02/EN-388-2-238x300.png ,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtraflex Prime (Eco),https://www.dplgroup.com/product/xtraflex-prime-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
TDM Cut Resistance Level “A”
Micro-foam Nitrile coating offers excellent breathability
Micro foam, Nitrile dotted structure for enhanced grip in wet and dry conditions
Ergonomically design to reduce hand fatigue
Comes with Nitrile dots and thumb crotch for added durability
Low absorption of oil-based liquids
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime--150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Standard-100.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
DIY work
Automotive assembly
Handling of small components
Agriculture
Logistics and warehousing
Light Machinery Assembly
",https://www.dplgroup.com/wp-content/uploads/2022/03/SE-Xtraflex-prime.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtraflex-prime.pdf ,Xtraflex prime (Eco),Nitrile Rubber,PET Polyester/ Nylon/ Spandex,Micro foam with Nitrile dots,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Black coating on Grey liner, Orange liner",Palm Coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-01-01-238x300.png ,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtraflex Prime Ultra (Eco),https://www.dplgroup.com/product/xtraflex-prime-ultra-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
TDM Cut Resistance Level “A”
Microfoam Nitrile coating offers 360˚ breathability
Micro foam, Nitrile dotted structure for enhanced grip in wet and dry conditions
Ergonomically designed to reduce hand fatigue
Comes with Nitrile dots and thumb crotch for added durability
Low absorption of oil based liquids
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/XtraFlex-Prime-ultra-3-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime-ultra-2-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Standard-100.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
DIY work
Automotive assembly
Handling of small components
Light Machinery Assembly
Logistics and warehousing
Agriculture
",https://www.dplgroup.com/wp-content/uploads/2022/03/Xtraflex-prime-ultra.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtraflex-prime-18.pdf ,Xtraflex prime ultra (Eco),Nitrile Rubber,PET Polyester/ Nylon/ Spandex,Micro foam with Nitrile dots,Normal/Machine Overlocked,"6, 7, 8, 9, 10, 11, 12",,,Blue coating on Navy Blue liner,Palm Coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-4121A-BW-nEW.jpg ,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtraflex Prime Ultra HB,https://www.dplgroup.com/product/xtraflex-prime-ultra-hb/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
TDM Cut Resistance Level “B”
Micro foam, Nitrile dotted structure for enhanced grip in wet and dry conditions
Sustainable manufacturing with the use of Recycled PET yarn
Microfoam Nitrile coating offers 360˚ breathability
Comes with Nitrile dots and thumb crotch for added durability
Ultra thin coating for higher sensitivity
Low absorbtion of oil based liquids
",https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime-ultra-HB-RPET-Palm-new-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Construction
Handling of Sharp Objects
Oil and Gas Industry
Automobile Industry
Light Machinery Assembly
",,Xtraflex Prime Ultra HB,Nitrile,RPET Polyester/HPPE/Glass,Micro Foam with Nitrile dots,Normal/Machine Overlocked,"7,8,9,10,11,12",,,Black coating on Grey liner,,,EN 388- 4X31B,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtraflex Prime Ultra HC (Eco),https://www.dplgroup.com/product/xtraflex-prime-ultra-hc-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
TDM Cut Resistance Level “C”
Micro-foam Nitrile coating offers excellent breathability
Micro foam, Nitrile dotted structure for enhanced grip in wet and dry conditions
Ultra thin coating for higher sensitivity
Comes with Nitrile dots and thumb crotch for added durability
Low absorption of oil based liquids
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime-ultra-HC-ECO-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Xtraflex-prime-ultra-HC-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Standard-100.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Oil and gas industry
Mining
Construction
Handling of sheet metal
Automobile Industry
Handling of corrugated sheets and ceramics
Logistics and warehousing where high cut resistance is needed
Handling of Sharp Objects
",https://www.dplgroup.com/wp-content/uploads/2022/02/SE-Xtraflex-prime-ultra-HC.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtraflex-prime-ultra-HC.pdf ,Xtraflex Prime Ultra HC (Eco),Nitrile Rubber,PET Polyester/ HPPE/ Glass/ Nylon/ Spandex,Micro Foam with Nitrile dots,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Blue liner,Palm Coated,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-4X42C-bw-New.jpg ,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Xtralite,https://www.dplgroup.com/product/xtralite/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Extra light foam coating for ultimate flexibility and dexterity
Sponge Nitrile coating acts as a cushion to absorb vibrations
Low absorbtion of oil based liquids
Ergonomically design to reduce hand fatigue
",https://www.dplgroup.com/wp-content/uploads/2021/11/Xtralite-1000x1000-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Xtralite-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
DIY Applications
Agriculture
Automobile
Light Machinery Assembly
",https://www.dplgroup.com/wp-content/uploads/2022/02/Xtralite.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtralite-1.pdf ,Xtralite,Nitrile,Nylon/Spandex,Foam,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Black coating on Grey
/Orange liner",,https://www.dplgroup.com/wp-content/uploads/2022/01/4131X-150x150.jpg ,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,Palm Coated
"Categories: All products, Supported",,Xtralite Edge 32,https://www.dplgroup.com/product/xtralite-edge-32/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg ,"
TDM Cut Resistance Level “F”
Sponge Nitrile coating acts as a cushion to absorb vibrations
Foam structure provides excellent grip in wet and dry conditions
Low absorption of oil-based liquids
",https://www.dplgroup.com/wp-content/uploads/2021/11/xtralite-edge-32-150x150.png https://www.dplgroup.com/wp-content/uploads/2021/11/Xtralite-edge-32-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Applications involving high cut hazards
Construction
Handling of Corrugated Sheets and Ceramics
Steel and Glass Industry
Oil and gas industry
Metal recycling and fabrication
Handling of sharp wet objects
",https://www.dplgroup.com/wp-content/uploads/2022/03/Xtralite-Edge-32.pdf ,Xtralite Edge 32,Nitrile Rubber,HPPE/Stainless Steel/Cotton engineered yarn,Foam,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Black and White liner,Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-6-238x300.png https://www.dplgroup.com/wp-content/uploads/2022/02/EN-407-02-242x300.png ,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
